title,stem,tokens,tokens_clean,merged
"gempa hari ini kamis 29 juni 2023, getarkan dua wilayah indonesia di pagi dan sore",gempa hari ini kamis 29 juni 2023 getar dua wilayah indonesia di pagi dan sore,"['gempa', 'hari', 'ini', 'kamis', '29', 'juni', '2023', 'getar', 'dua', 'wilayah', 'indonesia', 'di', 'pagi', 'dan', 'sore']","['gempa', 'kamis', '29', 'juni', '2023', 'getar', 'wilayah', 'indonesia', 'pagi', 'sore']",gempa kamis 29 juni 2023 getar wilayah indonesia pagi sore
gempa susulan terjadi 2 kali setelah gempa magnitudo 6 di bantul,gempa susul jadi 2 kali telah gempa magnitudo 6 di bantul,"['gempa', 'susul', 'jadi', '2', 'kali', 'telah', 'gempa', 'magnitudo', '6', 'di', 'bantul']","['gempa', 'susul', '2', 'kali', 'gempa', 'magnitudo', '6', 'bantul']",gempa susul 2 kali gempa magnitudo 6 bantul
"bmkg sebut gempa magnitudo 6,4 di diy merupakan gempabumi menengah",bmkg sebut gempa magnitudo 6 4 di diy rupa gempabumi tengah,"['bmkg', 'sebut', 'gempa', 'magnitudo', '6', '4', 'di', 'diy', 'rupa', 'gempabumi', 'tengah']","['bmkg', 'gempa', 'magnitudo', '6', '4', 'diy', 'rupa', 'gempabumi']",bmkg gempa magnitudo 6 4 diy rupa gempabumi
gempa m 6 di selatan bantul dipicu aktivitas subduksi,gempa m 6 di selatan bantul picu aktivitas subduksi,"['gempa', 'm', '6', 'di', 'selatan', 'bantul', 'picu', 'aktivitas', 'subduksi']","['gempa', 'm', '6', 'selatan', 'bantul', 'picu', 'aktivitas', 'subduksi']",gempa m 6 selatan bantul picu aktivitas subduksi
"gempa m6,6 guncang bantul yogyakarta, bmkg: hati hati gempa bumi susulan",gempa m6 6 guncang bantul yogyakarta bmkg hati hati gempa bumi susul,"['gempa', 'm6', '6', 'guncang', 'bantul', 'yogyakarta', 'bmkg', 'hati', 'hati', 'gempa', 'bumi', 'susul']","['gempa', 'm6', '6', 'guncang', 'bantul', 'yogyakarta', 'bmkg', 'hati', 'hati', 'gempa', 'bumi', 'susul']",gempa m6 6 guncang bantul yogyakarta bmkg hati hati gempa bumi susul
bmkg catat ada 5x gempa susulan setelah gempa m6.4 bantul,bmkg catat ada 5x gempa susul telah gempa m6 4 bantul,"['bmkg', 'catat', 'ada', '5x', 'gempa', 'susul', 'telah', 'gempa', 'm6', '4', 'bantul']","['bmkg', 'catat', '5x', 'gempa', 'susul', 'gempa', 'm6', '4', 'bantul']",bmkg catat 5x gempa susul gempa m6 4 bantul
"gempa magnitudo 6,6 guncang yogyakarta, tak berpotensi tsunami",gempa magnitudo 6 6 guncang yogyakarta tak potensi tsunami,"['gempa', 'magnitudo', '6', '6', 'guncang', 'yogyakarta', 'tak', 'potensi', 'tsunami']","['gempa', 'magnitudo', '6', '6', 'guncang', 'yogyakarta', 'potensi', 'tsunami']",gempa magnitudo 6 6 guncang yogyakarta potensi tsunami
"gempa 6,4 sr bantul, bmkg catat 5 gempa bumi susulan",gempa 6 4 sr bantul bmkg catat 5 gempa bumi susul,"['gempa', '6', '4', 'sr', 'bantul', 'bmkg', 'catat', '5', 'gempa', 'bumi', 'susul']","['gempa', '6', '4', 'sr', 'bantul', 'bmkg', 'catat', '5', 'gempa', 'bumi', 'susul']",gempa 6 4 sr bantul bmkg catat 5 gempa bumi susul
bmkg: maluku diguncang 31 kali gempa dalam sepekan,bmkg malu guncang 31 kali gempa dalam pek,"['bmkg', 'malu', 'guncang', '31', 'kali', 'gempa', 'dalam', 'pek']","['bmkg', 'malu', 'guncang', '31', 'kali', 'gempa', 'pek']",bmkg malu guncang 31 kali gempa pek
"gempa magnitudo 5,3 guncang teluk tomini, sulawesi tengah",gempa magnitudo 5 3 guncang teluk tomini sulawesi tengah,"['gempa', 'magnitudo', '5', '3', 'guncang', 'teluk', 'tomini', 'sulawesi', 'tengah']","['gempa', 'magnitudo', '5', '3', 'guncang', 'teluk', 'tomini', 'sulawesi']",gempa magnitudo 5 3 guncang teluk tomini sulawesi
gempa bantul juga dirasakan warga di wilayah madiun dan sekitarnya,gempa bantul juga rasa warga di wilayah madiun dan sekitar,"['gempa', 'bantul', 'juga', 'rasa', 'warga', 'di', 'wilayah', 'madiun', 'dan', 'sekitar']","['gempa', 'bantul', 'warga', 'wilayah', 'madiun']",gempa bantul warga wilayah madiun
petugas bmkg mengecek dampak gempa bumi di bantul,tugas bmkg ecek dampak gempa bumi di bantul,"['tugas', 'bmkg', 'ecek', 'dampak', 'gempa', 'bumi', 'di', 'bantul']","['tugas', 'bmkg', 'ecek', 'dampak', 'gempa', 'bumi', 'bantul']",tugas bmkg ecek dampak gempa bumi bantul
"dampak gempa selatan yogya, 102 rumah di jateng rusak",dampak gempa selatan yogya 102 rumah di jateng rusak,"['dampak', 'gempa', 'selatan', 'yogya', '102', 'rumah', 'di', 'jateng', 'rusak']","['dampak', 'gempa', 'selatan', 'yogya', '102', 'rumah', 'jateng', 'rusak']",dampak gempa selatan yogya 102 rumah jateng rusak
bmkg: 48 kali getaran susulan terjadi setelah gempa di diy,bmkg 48 kali getar susul jadi telah gempa di diy,"['bmkg', '48', 'kali', 'getar', 'susul', 'jadi', 'telah', 'gempa', 'di', 'diy']","['bmkg', '48', 'kali', 'getar', 'susul', 'gempa', 'diy']",bmkg 48 kali getar susul gempa diy
bmkg: gempa yogyakarta jadi alarm pengingat zona subduksi masih aktif,bmkg gempa yogyakarta jadi alarm ingat zona subduksi masih aktif,"['bmkg', 'gempa', 'yogyakarta', 'jadi', 'alarm', 'ingat', 'zona', 'subduksi', 'masih', 'aktif']","['bmkg', 'gempa', 'yogyakarta', 'alarm', 'zona', 'subduksi', 'aktif']",bmkg gempa yogyakarta alarm zona subduksi aktif
"6 penjelasan bmkg terkait gempa bantul yogyakarta bermagnitudo 6,4 pada jumat 30 juni 2023",6 jelas bmkg kait gempa bantul yogyakarta magnitudo 6 4 pada jumat 30 juni 2023,"['6', 'jelas', 'bmkg', 'kait', 'gempa', 'bantul', 'yogyakarta', 'magnitudo', '6', '4', 'pada', 'jumat', '30', 'juni', '2023']","['6', 'bmkg', 'kait', 'gempa', 'bantul', 'yogyakarta', 'magnitudo', '6', '4', 'jumat', '30', 'juni', '2023']",6 bmkg kait gempa bantul yogyakarta magnitudo 6 4 jumat 30 juni 2023
"bantul diguncang gempa m 6, 1 orang meninggal & ka disetop",bantul guncang gempa m 6 1 orang tinggal ka setop,"['bantul', 'guncang', 'gempa', 'm', '6', '1', 'orang', 'tinggal', 'ka', 'setop']","['bantul', 'guncang', 'gempa', 'm', '6', '1', 'orang', 'tinggal', 'ka', 'setop']",bantul guncang gempa m 6 1 orang tinggal ka setop
bpbd: gempa bantul sebabkan kerusakan bangunan di 12 kecamatan,bpbd gempa bantul sebab rusa bangun di 12 camat,"['bpbd', 'gempa', 'bantul', 'sebab', 'rusa', 'bangun', 'di', '12', 'camat']","['bpbd', 'gempa', 'bantul', 'rusa', 'bangun', '12', 'camat']",bpbd gempa bantul rusa bangun 12 camat
"gempa susulan di selatan yogyakarta 44 kali, ratusan rumah rusak ringan",gempa susul di selatan yogyakarta 44 kali ratus rumah rusak ringan,"['gempa', 'susul', 'di', 'selatan', 'yogyakarta', '44', 'kali', 'ratus', 'rumah', 'rusak', 'ringan']","['gempa', 'susul', 'selatan', 'yogyakarta', '44', 'kali', 'ratus', 'rumah', 'rusak', 'ringan']",gempa susul selatan yogyakarta 44 kali ratus rumah rusak ringan
bmkg: hingga pukul 08.00 terjadi 44 kali gempa usai gempa bantul,bmkg hingga pukul 08 00 jadi 44 kali gempa usai gempa bantul,"['bmkg', 'hingga', 'pukul', '08', '00', 'jadi', '44', 'kali', 'gempa', 'usai', 'gempa', 'bantul']","['bmkg', '08', '00', '44', 'kali', 'gempa', 'gempa', 'bantul']",bmkg 08 00 44 kali gempa gempa bantul
9 fakta terkini gempa yogyakarta 30 juni 2023: kekuatan hingga dampak,9 fakta kini gempa yogyakarta 30 juni 2023 kuat hingga dampak,"['9', 'fakta', 'kini', 'gempa', 'yogyakarta', '30', 'juni', '2023', 'kuat', 'hingga', 'dampak']","['9', 'fakta', 'gempa', 'yogyakarta', '30', 'juni', '2023', 'kuat', 'dampak']",9 fakta gempa yogyakarta 30 juni 2023 kuat dampak
"gempa hari ini minggu 2 juli 2023 guncang lombok barat dan sumbawa, ntb",gempa hari ini minggu 2 juli 2023 guncang lombok barat dan sumbawa ntb,"['gempa', 'hari', 'ini', 'minggu', '2', 'juli', '2023', 'guncang', 'lombok', 'barat', 'dan', 'sumbawa', 'ntb']","['gempa', 'minggu', '2', 'juli', '2023', 'guncang', 'lombok', 'barat', 'sumbawa', 'ntb']",gempa minggu 2 juli 2023 guncang lombok barat sumbawa ntb
"jangan kaget, ternyata ini penyebab gempa besar di yogyakarta",jangan kaget nyata ini sebab gempa besar di yogyakarta,"['jangan', 'kaget', 'nyata', 'ini', 'sebab', 'gempa', 'besar', 'di', 'yogyakarta']","['kaget', 'nyata', 'gempa', 'yogyakarta']",kaget nyata gempa yogyakarta
pvmbg: potensi gempa bumi di ikn rendah   kumparan.com,pvmbg potensi gempa bumi di ikn rendah kumpar com,"['pvmbg', 'potensi', 'gempa', 'bumi', 'di', 'ikn', 'rendah', 'kumpar', 'com']","['pvmbg', 'potensi', 'gempa', 'bumi', 'ikn', 'rendah', 'kumpar', 'com']",pvmbg potensi gempa bumi ikn rendah kumpar com
"yogyakarta 13 kali diguncang gempa, ternyata ini penyebabnya",yogyakarta 13 kali guncang gempa nyata ini sebab,"['yogyakarta', '13', 'kali', 'guncang', 'gempa', 'nyata', 'ini', 'sebab']","['yogyakarta', '13', 'kali', 'guncang', 'gempa', 'nyata']",yogyakarta 13 kali guncang gempa nyata
"4 juli 2019: gempa magnitudo 6,4 guncang di california, jadi yang terkuat dalam 2 dekade",4 juli 2019 gempa magnitudo 6 4 guncang di california jadi yang kuat dalam 2 dekade,"['4', 'juli', '2019', 'gempa', 'magnitudo', '6', '4', 'guncang', 'di', 'california', 'jadi', 'yang', 'kuat', 'dalam', '2', 'dekade']","['4', 'juli', '2019', 'gempa', 'magnitudo', '6', '4', 'guncang', 'california', 'kuat', '2', 'dekade']",4 juli 2019 gempa magnitudo 6 4 guncang california kuat 2 dekade
"gempa hari ini rabu 5 juli 2023 guncang luwu timur, sulawesi selatan",gempa hari ini rabu 5 juli 2023 guncang luwu timur sulawesi selatan,"['gempa', 'hari', 'ini', 'rabu', '5', 'juli', '2023', 'guncang', 'luwu', 'timur', 'sulawesi', 'selatan']","['gempa', 'rabu', '5', 'juli', '2023', 'guncang', 'luwu', 'timur', 'sulawesi', 'selatan']",gempa rabu 5 juli 2023 guncang luwu timur sulawesi selatan
"bmkg: gempa magnitudo 5,5 guncang wilayah barat daya banda aceh",bmkg gempa magnitudo 5 5 guncang wilayah barat daya banda aceh,"['bmkg', 'gempa', 'magnitudo', '5', '5', 'guncang', 'wilayah', 'barat', 'daya', 'banda', 'aceh']","['bmkg', 'gempa', 'magnitudo', '5', '5', 'guncang', 'wilayah', 'barat', 'daya', 'banda', 'aceh']",bmkg gempa magnitudo 5 5 guncang wilayah barat daya banda aceh
"gempa m 5,5 terjang banda aceh, terasa hingga sabang dan pidie jaya",gempa m 5 5 terjang banda aceh asa hingga sabang dan pidie jaya,"['gempa', 'm', '5', '5', 'terjang', 'banda', 'aceh', 'asa', 'hingga', 'sabang', 'dan', 'pidie', 'jaya']","['gempa', 'm', '5', '5', 'terjang', 'banda', 'aceh', 'asa', 'sabang', 'pidie', 'jaya']",gempa m 5 5 terjang banda aceh asa sabang pidie jaya
"gempa magnitudo 5,5 guncang banda aceh, tidak berpotensi tsunami",gempa magnitudo 5 5 guncang banda aceh tidak potensi tsunami,"['gempa', 'magnitudo', '5', '5', 'guncang', 'banda', 'aceh', 'tidak', 'potensi', 'tsunami']","['gempa', 'magnitudo', '5', '5', 'guncang', 'banda', 'aceh', 'potensi', 'tsunami']",gempa magnitudo 5 5 guncang banda aceh potensi tsunami
"gempa m5,3 di sumba barat daya akibat aktivitas subduksi lempeng",gempa m5 3 di sumba barat daya akibat aktivitas subduksi lempeng,"['gempa', 'm5', '3', 'di', 'sumba', 'barat', 'daya', 'akibat', 'aktivitas', 'subduksi', 'lempeng']","['gempa', 'm5', '3', 'sumba', 'barat', 'daya', 'akibat', 'aktivitas', 'subduksi', 'lempeng']",gempa m5 3 sumba barat daya akibat aktivitas subduksi lempeng
"gempa m7,1 di alaska tidak berpotensi tsunami di wilayah indonesia",gempa m7 1 di alaska tidak potensi tsunami di wilayah indonesia,"['gempa', 'm7', '1', 'di', 'alaska', 'tidak', 'potensi', 'tsunami', 'di', 'wilayah', 'indonesia']","['gempa', 'm7', '1', 'alaska', 'potensi', 'tsunami', 'wilayah', 'indonesia']",gempa m7 1 alaska potensi tsunami wilayah indonesia
"amerika keluarkan peringatan tsunami usai gempa 7,4 sr",amerika keluar ingat tsunami usai gempa 7 4 sr,"['amerika', 'keluar', 'ingat', 'tsunami', 'usai', 'gempa', '7', '4', 'sr']","['amerika', 'tsunami', 'gempa', '7', '4', 'sr']",amerika tsunami gempa 7 4 sr
"gempa m 7,2 di alaska sebabkan tsunami kecil di 2 wilayah",gempa m 7 2 di alaska sebab tsunami kecil di 2 wilayah,"['gempa', 'm', '7', '2', 'di', 'alaska', 'sebab', 'tsunami', 'kecil', 'di', '2', 'wilayah']","['gempa', 'm', '7', '2', 'alaska', 'tsunami', '2', 'wilayah']",gempa m 7 2 alaska tsunami 2 wilayah
bmkg: peringatan tsunami usai gempa alaska tak berdampak ke indonesia,bmkg ingat tsunami usai gempa alaska tak dampak ke indonesia,"['bmkg', 'ingat', 'tsunami', 'usai', 'gempa', 'alaska', 'tak', 'dampak', 'ke', 'indonesia']","['bmkg', 'tsunami', 'gempa', 'alaska', 'dampak', 'indonesia']",bmkg tsunami gempa alaska dampak indonesia
"bmkg analisis gempa m 7,2 di alaska, tak berdampak ke indonesia",bmkg analisis gempa m 7 2 di alaska tak dampak ke indonesia,"['bmkg', 'analisis', 'gempa', 'm', '7', '2', 'di', 'alaska', 'tak', 'dampak', 'ke', 'indonesia']","['bmkg', 'analisis', 'gempa', 'm', '7', '2', 'alaska', 'dampak', 'indonesia']",bmkg analisis gempa m 7 2 alaska dampak indonesia
"gempa m 7,2 di alaska memicu peringatan dini tsunami",gempa m 7 2 di alaska picu ingat dini tsunami,"['gempa', 'm', '7', '2', 'di', 'alaska', 'picu', 'ingat', 'dini', 'tsunami']","['gempa', 'm', '7', '2', 'alaska', 'picu', 'tsunami']",gempa m 7 2 alaska picu tsunami
"dua gempa dangkal guncang jayapura, masyarakat diimbau siapkan mitigasi",dua gempa dangkal guncang jayapura masyarakat imbau siap mitigasi,"['dua', 'gempa', 'dangkal', 'guncang', 'jayapura', 'masyarakat', 'imbau', 'siap', 'mitigasi']","['gempa', 'dangkal', 'guncang', 'jayapura', 'masyarakat', 'imbau', 'mitigasi']",gempa dangkal guncang jayapura masyarakat imbau mitigasi
"gempa bumi terjadi di kulon progo yogyakarta selasa siang, tidak berpotensi tsunami",gempa bumi jadi di kulon progo yogyakarta selasa siang tidak potensi tsunami,"['gempa', 'bumi', 'jadi', 'di', 'kulon', 'progo', 'yogyakarta', 'selasa', 'siang', 'tidak', 'potensi', 'tsunami']","['gempa', 'bumi', 'kulon', 'progo', 'yogyakarta', 'selasa', 'siang', 'potensi', 'tsunami']",gempa bumi kulon progo yogyakarta selasa siang potensi tsunami
bmkg: gempa tektonik di laut banda sulteng tidak berpotensi tsunami,bmkg gempa tektonik di laut banda sulteng tidak potensi tsunami,"['bmkg', 'gempa', 'tektonik', 'di', 'laut', 'banda', 'sulteng', 'tidak', 'potensi', 'tsunami']","['bmkg', 'gempa', 'tektonik', 'laut', 'banda', 'sulteng', 'potensi', 'tsunami']",bmkg gempa tektonik laut banda sulteng potensi tsunami
gempa hari ini sabtu 22 juli 2023: tiga kali getarkan indonesia di dua wilayah berbeda,gempa hari ini sabtu 22 juli 2023 tiga kali getar indonesia di dua wilayah beda,"['gempa', 'hari', 'ini', 'sabtu', '22', 'juli', '2023', 'tiga', 'kali', 'getar', 'indonesia', 'di', 'dua', 'wilayah', 'beda']","['gempa', 'sabtu', '22', 'juli', '2023', 'kali', 'getar', 'indonesia', 'wilayah', 'beda']",gempa sabtu 22 juli 2023 kali getar indonesia wilayah beda
"gempa bumi magnitudo 5,7 guncang pesisir selatan jawa timur",gempa bumi magnitudo 5 7 guncang pesisir selatan jawa timur,"['gempa', 'bumi', 'magnitudo', '5', '7', 'guncang', 'pesisir', 'selatan', 'jawa', 'timur']","['gempa', 'bumi', 'magnitudo', '5', '7', 'guncang', 'pesisir', 'selatan', 'jawa', 'timur']",gempa bumi magnitudo 5 7 guncang pesisir selatan jawa timur
"gempa 5,7 sr guncang pacitan, bmkg warning ada susulan",gempa 5 7 sr guncang pacitan bmkg warning ada susul,"['gempa', '5', '7', 'sr', 'guncang', 'pacitan', 'bmkg', 'warning', 'ada', 'susul']","['gempa', '5', '7', 'sr', 'guncang', 'pacitan', 'bmkg', 'warning', 'susul']",gempa 5 7 sr guncang pacitan bmkg warning susul
"pacitan kembali diguncang gempa, kewaspadaan terhadap gempa bumi perlu terus dibangun",pacitan kembali guncang gempa waspada hadap gempa bumi perlu terus bangun,"['pacitan', 'kembali', 'guncang', 'gempa', 'waspada', 'hadap', 'gempa', 'bumi', 'perlu', 'terus', 'bangun']","['pacitan', 'guncang', 'gempa', 'waspada', 'hadap', 'gempa', 'bumi', 'bangun']",pacitan guncang gempa waspada hadap gempa bumi bangun
gempa hari ini selasa 25 juli 2023: terjadi tiga kali buat indonesia bergetar,gempa hari ini selasa 25 juli 2023 jadi tiga kali buat indonesia getar,"['gempa', 'hari', 'ini', 'selasa', '25', 'juli', '2023', 'jadi', 'tiga', 'kali', 'buat', 'indonesia', 'getar']","['gempa', 'selasa', '25', 'juli', '2023', 'kali', 'indonesia', 'getar']",gempa selasa 25 juli 2023 kali indonesia getar
gempa bumi magnitudo 5.2 guncang maluku utara tidak berpotensi tsunami,gempa bumi magnitudo 5 2 guncang malu utara tidak potensi tsunami,"['gempa', 'bumi', 'magnitudo', '5', '2', 'guncang', 'malu', 'utara', 'tidak', 'potensi', 'tsunami']","['gempa', 'bumi', 'magnitudo', '5', '2', 'guncang', 'malu', 'utara', 'potensi', 'tsunami']",gempa bumi magnitudo 5 2 guncang malu utara potensi tsunami
"gempa magnitudo 5,7 guncang pacitan, jawa timur, tak berpotensi tsunami",gempa magnitudo 5 7 guncang pacitan jawa timur tak potensi tsunami,"['gempa', 'magnitudo', '5', '7', 'guncang', 'pacitan', 'jawa', 'timur', 'tak', 'potensi', 'tsunami']","['gempa', 'magnitudo', '5', '7', 'guncang', 'pacitan', 'jawa', 'timur', 'potensi', 'tsunami']",gempa magnitudo 5 7 guncang pacitan jawa timur potensi tsunami
"gempa bumi m 6 guncang ntt, tidak berpotensi tsunami",gempa bumi m 6 guncang ntt tidak potensi tsunami,"['gempa', 'bumi', 'm', '6', 'guncang', 'ntt', 'tidak', 'potensi', 'tsunami']","['gempa', 'bumi', 'm', '6', 'guncang', 'ntt', 'potensi', 'tsunami']",gempa bumi m 6 guncang ntt potensi tsunami
3 jenis gempa bumi berdasarkan penyebabnya   kumparan.com,3 jenis gempa bumi dasar sebab kumpar com,"['3', 'jenis', 'gempa', 'bumi', 'dasar', 'sebab', 'kumpar', 'com']","['3', 'jenis', 'gempa', 'bumi', 'dasar', 'kumpar', 'com']",3 jenis gempa bumi dasar kumpar com
"gempa magnitudo 5,0 guncang wilayah barat laut maumere, ntt",gempa magnitudo 5 0 guncang wilayah barat laut maumere ntt,"['gempa', 'magnitudo', '5', '0', 'guncang', 'wilayah', 'barat', 'laut', 'maumere', 'ntt']","['gempa', 'magnitudo', '5', '0', 'guncang', 'wilayah', 'barat', 'laut', 'maumere', 'ntt']",gempa magnitudo 5 0 guncang wilayah barat laut maumere ntt
bmkg: gempa bumi maluku utara tidak berpotensi tsunami,bmkg gempa bumi malu utara tidak potensi tsunami,"['bmkg', 'gempa', 'bumi', 'malu', 'utara', 'tidak', 'potensi', 'tsunami']","['bmkg', 'gempa', 'bumi', 'malu', 'utara', 'potensi', 'tsunami']",bmkg gempa bumi malu utara potensi tsunami
"konser taylor swift di seattle bikin gempa magnitudo 2,3",konser taylor swift di seattle bikin gempa magnitudo 2 3,"['konser', 'taylor', 'swift', 'di', 'seattle', 'bikin', 'gempa', 'magnitudo', '2', '3']","['konser', 'taylor', 'swift', 'seattle', 'bikin', 'gempa', 'magnitudo', '2', '3']",konser taylor swift seattle bikin gempa magnitudo 2 3
"bmkg: gempa magnitudo 5,0 guncang wilayah maluku barat daya",bmkg gempa magnitudo 5 0 guncang wilayah malu barat daya,"['bmkg', 'gempa', 'magnitudo', '5', '0', 'guncang', 'wilayah', 'malu', 'barat', 'daya']","['bmkg', 'gempa', 'magnitudo', '5', '0', 'guncang', 'wilayah', 'malu', 'barat', 'daya']",bmkg gempa magnitudo 5 0 guncang wilayah malu barat daya
"gempa m 5,5 guncang bangkalan, bmkg: bukti gempa dalam laut jawa masih aktif",gempa m 5 5 guncang bangkal bmkg bukti gempa dalam laut jawa masih aktif,"['gempa', 'm', '5', '5', 'guncang', 'bangkal', 'bmkg', 'bukti', 'gempa', 'dalam', 'laut', 'jawa', 'masih', 'aktif']","['gempa', 'm', '5', '5', 'guncang', 'bangkal', 'bmkg', 'bukti', 'gempa', 'laut', 'jawa', 'aktif']",gempa m 5 5 guncang bangkal bmkg bukti gempa laut jawa aktif
"bmkg: gempa di timur laut bangkalan pagi ini, tak berpotensi tsunami",bmkg gempa di timur laut bangkal pagi ini tak potensi tsunami,"['bmkg', 'gempa', 'di', 'timur', 'laut', 'bangkal', 'pagi', 'ini', 'tak', 'potensi', 'tsunami']","['bmkg', 'gempa', 'timur', 'laut', 'bangkal', 'pagi', 'potensi', 'tsunami']",bmkg gempa timur laut bangkal pagi potensi tsunami
"gempa bumi guncang bolaang mongondow sulut, magnitudo 6,0!",gempa bumi guncang bolaang mongondow sulut magnitudo 6 0,"['gempa', 'bumi', 'guncang', 'bolaang', 'mongondow', 'sulut', 'magnitudo', '6', '0']","['gempa', 'bumi', 'guncang', 'bolaang', 'mongondow', 'sulut', 'magnitudo', '6', '0']",gempa bumi guncang bolaang mongondow sulut magnitudo 6 0
bmkg: gempa di parigi moutong terjadi akibat aktivitas sesar aktif,bmkg gempa di parigi moutong jadi akibat aktivitas sesar aktif,"['bmkg', 'gempa', 'di', 'parigi', 'moutong', 'jadi', 'akibat', 'aktivitas', 'sesar', 'aktif']","['bmkg', 'gempa', 'parigi', 'moutong', 'akibat', 'aktivitas', 'sesar', 'aktif']",bmkg gempa parigi moutong akibat aktivitas sesar aktif
gempa hari ini minggu 6 agustus 2023: terjadi empat kali di tiga wilayah indonesia,gempa hari ini minggu 6 agustus 2023 jadi empat kali di tiga wilayah indonesia,"['gempa', 'hari', 'ini', 'minggu', '6', 'agustus', '2023', 'jadi', 'empat', 'kali', 'di', 'tiga', 'wilayah', 'indonesia']","['gempa', 'minggu', '6', 'agustus', '2023', 'kali', 'wilayah', 'indonesia']",gempa minggu 6 agustus 2023 kali wilayah indonesia
"gempa bumi 5,5 magnitudo di china, 126 bangunan runtuh",gempa bumi 5 5 magnitudo di china 126 bangun runtuh,"['gempa', 'bumi', '5', '5', 'magnitudo', 'di', 'china', '126', 'bangun', 'runtuh']","['gempa', 'bumi', '5', '5', 'magnitudo', 'china', '126', 'bangun', 'runtuh']",gempa bumi 5 5 magnitudo china 126 bangun runtuh
