title,stem,tokens,tokens_clean,merged
rumah sakit lapangan tni ad kembali operasi enam warga korban gempa,rumah sakit lapang tni ad kembali operasi enam warga korban gempa,"['rumah', 'sakit', 'lapang', 'tni', 'ad', 'kembali', 'operasi', 'enam', 'warga', 'korban', 'gempa']","['rumah', 'sakit', 'lapang', 'tni', 'ad', 'operasi', 'enam', 'warga', 'korban', 'gempa']",rumah sakit lapang tni ad operasi enam warga korban gempa
bmkg catat 646 kali gempa bumi sepanjang januari 2021,bmkg catat 646 kali gempa bumi panjang januari 2021,"['bmkg', 'catat', '646', 'kali', 'gempa', 'bumi', 'panjang', 'januari', '2021']","['bmkg', 'catat', '646', 'kali', 'gempa', 'bumi', 'januari', '2021']",bmkg catat 646 kali gempa bumi januari 2021
klinik hewan darurat gempa sulbar salurkan satu ton makanan kucing,klinik hewan darurat gempa sulbar salur satu ton makan kucing,"['klinik', 'hewan', 'darurat', 'gempa', 'sulbar', 'salur', 'satu', 'ton', 'makan', 'kucing']","['klinik', 'hewan', 'darurat', 'gempa', 'sulbar', 'salur', 'ton', 'makan', 'kucing']",klinik hewan darurat gempa sulbar salur ton makan kucing
bmkg rilis sejumlah daerah persebaran gempa di lampung selama januari 2021   kumparan.com,bmkg rilis jumlah daerah sebar gempa di lampung lama januari 2021 kumpar com,"['bmkg', 'rilis', 'jumlah', 'daerah', 'sebar', 'gempa', 'di', 'lampung', 'lama', 'januari', '2021', 'kumpar', 'com']","['bmkg', 'rilis', 'daerah', 'sebar', 'gempa', 'lampung', 'januari', '2021', 'kumpar', 'com']",bmkg rilis daerah sebar gempa lampung januari 2021 kumpar com
"646 gempa terjadi di indonesia selama januari 2021, ini imbauan bmkg   kompas.com",646 gempa jadi di indonesia lama januari 2021 ini imbau bmkg kompas com,"['646', 'gempa', 'jadi', 'di', 'indonesia', 'lama', 'januari', '2021', 'ini', 'imbau', 'bmkg', 'kompas', 'com']","['646', 'gempa', 'indonesia', 'januari', '2021', 'imbau', 'bmkg', 'kompas', 'com']",646 gempa indonesia januari 2021 imbau bmkg kompas com
pmi distribusikan makanan tambahan untuk bayi di lokasi pengungsian,pmi distribusi makan tambah untuk bayi di lokasi ungsi,"['pmi', 'distribusi', 'makan', 'tambah', 'untuk', 'bayi', 'di', 'lokasi', 'ungsi']","['pmi', 'distribusi', 'makan', 'bayi', 'lokasi', 'ungsi']",pmi distribusi makan bayi lokasi ungsi
peneliti lipi: sesar lembang berada di akhir pelepasan energi   kumparan.com,teliti lipi sesar lembang ada di akhir lepas energi kumpar com,"['teliti', 'lipi', 'sesar', 'lembang', 'ada', 'di', 'akhir', 'lepas', 'energi', 'kumpar', 'com']","['teliti', 'lipi', 'sesar', 'lembang', 'lepas', 'energi', 'kumpar', 'com']",teliti lipi sesar lembang lepas energi kumpar com
"bmkg terus pantau pergerakan sesar lembang, tambah 16 sensor seismik   kumparan.com",bmkg terus pantau gera sesar lembang tambah 16 sensor seismik kumpar com,"['bmkg', 'terus', 'pantau', 'gera', 'sesar', 'lembang', 'tambah', '16', 'sensor', 'seismik', 'kumpar', 'com']","['bmkg', 'pantau', 'gera', 'sesar', 'lembang', '16', 'sensor', 'seismik', 'kumpar', 'com']",bmkg pantau gera sesar lembang 16 sensor seismik kumpar com
bpbd sulbar: daerah terdampak gempa masuk status transisi tanggap darurat ke pemulihan,bpbd sulbar daerah dampak gempa masuk status transisi tanggap darurat ke pulih,"['bpbd', 'sulbar', 'daerah', 'dampak', 'gempa', 'masuk', 'status', 'transisi', 'tanggap', 'darurat', 'ke', 'pulih']","['bpbd', 'sulbar', 'daerah', 'dampak', 'gempa', 'masuk', 'status', 'transisi', 'tanggap', 'darurat', 'pulih']",bpbd sulbar daerah dampak gempa masuk status transisi tanggap darurat pulih
"sinopsis san andreas, upaya dwayne johnson selamatkan anak di tengah gempa bumi   kompas.com",sinopsis san andreas upaya dwayne johnson selamat anak di tengah gempa bumi kompas com,"['sinopsis', 'san', 'andreas', 'upaya', 'dwayne', 'johnson', 'selamat', 'anak', 'di', 'tengah', 'gempa', 'bumi', 'kompas', 'com']","['sinopsis', 'san', 'andreas', 'upaya', 'dwayne', 'johnson', 'selamat', 'anak', 'gempa', 'bumi', 'kompas', 'com']",sinopsis san andreas upaya dwayne johnson selamat anak gempa bumi kompas com
duh! bengkulu kembali digoyang gempa bumi m 6.5,duh bengkulu kembali goyang gempa bumi m 6 5,"['duh', 'bengkulu', 'kembali', 'goyang', 'gempa', 'bumi', 'm', '6', '5']","['duh', 'bengkulu', 'goyang', 'gempa', 'bumi', 'm', '6', '5']",duh bengkulu goyang gempa bumi m 6 5
"gempa besar guncang jepang 7 skala richter, ada tsunami?",gempa besar guncang jepang 7 skala richter ada tsunami,"['gempa', 'besar', 'guncang', 'jepang', '7', 'skala', 'richter', 'ada', 'tsunami']","['gempa', 'guncang', 'jepang', '7', 'skala', 'richter', 'tsunami']",gempa guncang jepang 7 skala richter tsunami
"pusat gempa jepang 7,3 magnitudo dekat lokasi tsunami 2011 halaman all",pusat gempa jepang 7 3 magnitudo dekat lokasi tsunami 2011 halaman all,"['pusat', 'gempa', 'jepang', '7', '3', 'magnitudo', 'dekat', 'lokasi', 'tsunami', '2011', 'halaman', 'all']","['pusat', 'gempa', 'jepang', '7', '3', 'magnitudo', 'lokasi', 'tsunami', '2011', 'halaman', 'all']",pusat gempa jepang 7 3 magnitudo lokasi tsunami 2011 halaman all
"5 fakta gempa jepang, guncang fukushima di dekat lokasi tsunami 2011 halaman all",5 fakta gempa jepang guncang fukushima di dekat lokasi tsunami 2011 halaman all,"['5', 'fakta', 'gempa', 'jepang', 'guncang', 'fukushima', 'di', 'dekat', 'lokasi', 'tsunami', '2011', 'halaman', 'all']","['5', 'fakta', 'gempa', 'jepang', 'guncang', 'fukushima', 'lokasi', 'tsunami', '2011', 'halaman', 'all']",5 fakta gempa jepang guncang fukushima lokasi tsunami 2011 halaman all
"gempa jepang, kbri tokyo : tidak ada wni yang menjadi korban",gempa jepang kbri tokyo tidak ada wni yang jadi korban,"['gempa', 'jepang', 'kbri', 'tokyo', 'tidak', 'ada', 'wni', 'yang', 'jadi', 'korban']","['gempa', 'jepang', 'kbri', 'tokyo', 'wni', 'korban']",gempa jepang kbri tokyo wni korban
"gempa 7,3, jepang sebut pembangkit nuklir fukushima aman",gempa 7 3 jepang sebut bangkit nuklir fukushima aman,"['gempa', '7', '3', 'jepang', 'sebut', 'bangkit', 'nuklir', 'fukushima', 'aman']","['gempa', '7', '3', 'jepang', 'bangkit', 'nuklir', 'fukushima', 'aman']",gempa 7 3 jepang bangkit nuklir fukushima aman
bmkg: kerusakan gempa fukushima ringan karena bangunan tahan gempa,bmkg rusa gempa fukushima ringan karena bangun tahan gempa,"['bmkg', 'rusa', 'gempa', 'fukushima', 'ringan', 'karena', 'bangun', 'tahan', 'gempa']","['bmkg', 'rusa', 'gempa', 'fukushima', 'ringan', 'bangun', 'tahan', 'gempa']",bmkg rusa gempa fukushima ringan bangun tahan gempa
"10 gempa terbesar di dunia sejak 1900, termasuk tsunami aceh halaman all",10 gempa besar di dunia sejak 1900 masuk tsunami aceh halaman all,"['10', 'gempa', 'besar', 'di', 'dunia', 'sejak', '1900', 'masuk', 'tsunami', 'aceh', 'halaman', 'all']","['10', 'gempa', 'dunia', '1900', 'masuk', 'tsunami', 'aceh', 'halaman', 'all']",10 gempa dunia 1900 masuk tsunami aceh halaman all
"gempa 7,3 sr di jepang, pembangkit nuklir fukushima aman!",gempa 7 3 sr di jepang bangkit nuklir fukushima aman,"['gempa', '7', '3', 'sr', 'di', 'jepang', 'bangkit', 'nuklir', 'fukushima', 'aman']","['gempa', '7', '3', 'sr', 'jepang', 'bangkit', 'nuklir', 'fukushima', 'aman']",gempa 7 3 sr jepang bangkit nuklir fukushima aman
3 gempa paling mematikan di jepang halaman all,3 gempa paling mati di jepang halaman all,"['3', 'gempa', 'paling', 'mati', 'di', 'jepang', 'halaman', 'all']","['3', 'gempa', 'mati', 'jepang', 'halaman', 'all']",3 gempa mati jepang halaman all
penyebab gempa jepang tidak menelan korban jiwa   kumparan.com,sebab gempa jepang tidak tel korban jiwa kumpar com,"['sebab', 'gempa', 'jepang', 'tidak', 'tel', 'korban', 'jiwa', 'kumpar', 'com']","['gempa', 'jepang', 'tel', 'korban', 'jiwa', 'kumpar', 'com']",gempa jepang tel korban jiwa kumpar com
bmkg catat lima kali gempa kembar terjadi sejak 2007,bmkg catat lima kali gempa kembar jadi sejak 2007,"['bmkg', 'catat', 'lima', 'kali', 'gempa', 'kembar', 'jadi', 'sejak', '2007']","['bmkg', 'catat', 'kali', 'gempa', 'kembar', '2007']",bmkg catat kali gempa kembar 2007
cara menyelamatkan diri saat gempa bumi dari prabencana hingga pascabencana,cara selamat diri saat gempa bumi dari prabencana hingga pascabencana,"['cara', 'selamat', 'diri', 'saat', 'gempa', 'bumi', 'dari', 'prabencana', 'hingga', 'pascabencana']","['selamat', 'gempa', 'bumi', 'prabencana', 'pascabencana']",selamat gempa bumi prabencana pascabencana
"gempa magnitudo 5,1 guncang padang sidempuan sumatra utara siang ini",gempa magnitudo 5 1 guncang padang sidempuan sumatra utara siang ini,"['gempa', 'magnitudo', '5', '1', 'guncang', 'padang', 'sidempuan', 'sumatra', 'utara', 'siang', 'ini']","['gempa', 'magnitudo', '5', '1', 'guncang', 'padang', 'sidempuan', 'sumatra', 'utara', 'siang']",gempa magnitudo 5 1 guncang padang sidempuan sumatra utara siang
"[hoaks] informasi gempa magnitudo 8,9 di jepang dan tsunami   kompas.com",hoaks informasi gempa magnitudo 8 9 di jepang dan tsunami kompas com,"['hoaks', 'informasi', 'gempa', 'magnitudo', '8', '9', 'di', 'jepang', 'dan', 'tsunami', 'kompas', 'com']","['hoaks', 'informasi', 'gempa', 'magnitudo', '8', '9', 'jepang', 'tsunami', 'kompas', 'com']",hoaks informasi gempa magnitudo 8 9 jepang tsunami kompas com
"kesaksian wni saat gempa magnitudo 7,3 di jepang: ini gempa paling besar yang pernah saya rasakan",saksi wni saat gempa magnitudo 7 3 di jepang ini gempa paling besar yang pernah saya rasa,"['saksi', 'wni', 'saat', 'gempa', 'magnitudo', '7', '3', 'di', 'jepang', 'ini', 'gempa', 'paling', 'besar', 'yang', 'pernah', 'saya', 'rasa']","['saksi', 'wni', 'gempa', 'magnitudo', '7', '3', 'jepang', 'gempa']",saksi wni gempa magnitudo 7 3 jepang gempa
"foto: tanah longsor akibat gempa 7,3 m guncang fukushima, jepang   kumparan.com",foto tanah longsor akibat gempa 7 3 m guncang fukushima jepang kumpar com,"['foto', 'tanah', 'longsor', 'akibat', 'gempa', '7', '3', 'm', 'guncang', 'fukushima', 'jepang', 'kumpar', 'com']","['foto', 'tanah', 'longsor', 'akibat', 'gempa', '7', '3', 'm', 'guncang', 'fukushima', 'jepang', 'kumpar', 'com']",foto tanah longsor akibat gempa 7 3 m guncang fukushima jepang kumpar com
"gempa 5,2 m guncang tuban, tak berpotensi tsunami",gempa 5 2 m guncang tuban tak potensi tsunami,"['gempa', '5', '2', 'm', 'guncang', 'tuban', 'tak', 'potensi', 'tsunami']","['gempa', '5', '2', 'm', 'guncang', 'tuban', 'potensi', 'tsunami']",gempa 5 2 m guncang tuban potensi tsunami
"gempa magnitudo 5,2 guncang tuban, jawa timur sore ini",gempa magnitudo 5 2 guncang tuban jawa timur sore ini,"['gempa', 'magnitudo', '5', '2', 'guncang', 'tuban', 'jawa', 'timur', 'sore', 'ini']","['gempa', 'magnitudo', '5', '2', 'guncang', 'tuban', 'jawa', 'timur', 'sore']",gempa magnitudo 5 2 guncang tuban jawa timur sore
"hari ini dalam sejarah: gempa dan tsunami terjang irian jaya, 108 orang meninggal   kompas.com",hari ini dalam sejarah gempa dan tsunami terjang iri jaya 108 orang tinggal kompas com,"['hari', 'ini', 'dalam', 'sejarah', 'gempa', 'dan', 'tsunami', 'terjang', 'iri', 'jaya', '108', 'orang', 'tinggal', 'kompas', 'com']","['sejarah', 'gempa', 'tsunami', 'terjang', 'iri', 'jaya', '108', 'orang', 'tinggal', 'kompas', 'com']",sejarah gempa tsunami terjang iri jaya 108 orang tinggal kompas com
"gegara gempa dahsyat, pabrik nissan & toyota setop produksi",gegara gempa dahsyat pabrik nissan toyota setop produksi,"['gegara', 'gempa', 'dahsyat', 'pabrik', 'nissan', 'toyota', 'setop', 'produksi']","['gegara', 'gempa', 'dahsyat', 'pabrik', 'nissan', 'toyota', 'setop', 'produksi']",gegara gempa dahsyat pabrik nissan toyota setop produksi
zeni tni ad bersihkan akses jalan terdampak longsor majene,zeni tni ad sih akses jalan dampak longsor majene,"['zeni', 'tni', 'ad', 'sih', 'akses', 'jalan', 'dampak', 'longsor', 'majene']","['zeni', 'tni', 'ad', 'sih', 'akses', 'jalan', 'dampak', 'longsor', 'majene']",zeni tni ad sih akses jalan dampak longsor majene
"10 tahun runtuh akibat gempa, gereja katedral kristus selandia baru akhirnya direnovasi halaman all",10 tahun runtuh akibat gempa gereja katedral kristus selandia baru akhir renovasi halaman all,"['10', 'tahun', 'runtuh', 'akibat', 'gempa', 'gereja', 'katedral', 'kristus', 'selandia', 'baru', 'akhir', 'renovasi', 'halaman', 'all']","['10', 'runtuh', 'akibat', 'gempa', 'gereja', 'katedral', 'kristus', 'selandia', 'renovasi', 'halaman', 'all']",10 runtuh akibat gempa gereja katedral kristus selandia renovasi halaman all
"segmen megathrust enggano sudah digoyang 95 gempa, ini dampaknya",segmen megathrust enggano sudah goyang 95 gempa ini dampak,"['segmen', 'megathrust', 'enggano', 'sudah', 'goyang', '95', 'gempa', 'ini', 'dampak']","['segmen', 'megathrust', 'enggano', 'goyang', '95', 'gempa', 'dampak']",segmen megathrust enggano goyang 95 gempa dampak
alasan bangunan kuno di jepang bisa bertahan dalam gempa,alas bangun kuno di jepang bisa tahan dalam gempa,"['alas', 'bangun', 'kuno', 'di', 'jepang', 'bisa', 'tahan', 'dalam', 'gempa']","['alas', 'bangun', 'kuno', 'jepang', 'tahan', 'gempa']",alas bangun kuno jepang tahan gempa
"gempa m 5,8 terjadi di buol sulteng, tak berpotensi tsunami",gempa m 5 8 jadi di buol sulteng tak potensi tsunami,"['gempa', 'm', '5', '8', 'jadi', 'di', 'buol', 'sulteng', 'tak', 'potensi', 'tsunami']","['gempa', 'm', '5', '8', 'buol', 'sulteng', 'potensi', 'tsunami']",gempa m 5 8 buol sulteng potensi tsunami
"gempa bumi magnitudo 5,1 mengguncang pandeglang banten, ini imbauan bmkg",gempa bumi magnitudo 5 1 guncang pandeglang banten ini imbau bmkg,"['gempa', 'bumi', 'magnitudo', '5', '1', 'guncang', 'pandeglang', 'banten', 'ini', 'imbau', 'bmkg']","['gempa', 'bumi', 'magnitudo', '5', '1', 'guncang', 'pandeglang', 'banten', 'imbau', 'bmkg']",gempa bumi magnitudo 5 1 guncang pandeglang banten imbau bmkg
"fakta gempa bumi halmahera selatan, dipicu aktivitas sesar dan merusak halaman all",fakta gempa bumi halmahera selatan picu aktivitas sesar dan rusak halaman all,"['fakta', 'gempa', 'bumi', 'halmahera', 'selatan', 'picu', 'aktivitas', 'sesar', 'dan', 'rusak', 'halaman', 'all']","['fakta', 'gempa', 'bumi', 'halmahera', 'selatan', 'picu', 'aktivitas', 'sesar', 'rusak', 'halaman', 'all']",fakta gempa bumi halmahera selatan picu aktivitas sesar rusak halaman all
"gempa m 4,1 landa buton utara, sesar sumber gempa belum teridentifikasi",gempa m 4 1 landa buton utara sesar sumber gempa belum identifikasi,"['gempa', 'm', '4', '1', 'landa', 'buton', 'utara', 'sesar', 'sumber', 'gempa', 'belum', 'identifikasi']","['gempa', 'm', '4', '1', 'landa', 'buton', 'utara', 'sesar', 'sumber', 'gempa', 'identifikasi']",gempa m 4 1 landa buton utara sesar sumber gempa identifikasi
"gempa bumi juga berbahaya bagi pesawat yang sedang terbang, kok bisa?   kumparan.com",gempa bumi juga bahaya bagi pesawat yang sedang terbang kok bisa kumpar com,"['gempa', 'bumi', 'juga', 'bahaya', 'bagi', 'pesawat', 'yang', 'sedang', 'terbang', 'kok', 'bisa', 'kumpar', 'com']","['gempa', 'bumi', 'bahaya', 'pesawat', 'terbang', 'kumpar', 'com']",gempa bumi bahaya pesawat terbang kumpar com
warga sumedang wilayah timur diminta waspada aktivitas sesar baribis,warga sumedang wilayah timur minta waspada aktivitas sesar baribis,"['warga', 'sumedang', 'wilayah', 'timur', 'minta', 'waspada', 'aktivitas', 'sesar', 'baribis']","['warga', 'sumedang', 'wilayah', 'timur', 'waspada', 'aktivitas', 'sesar', 'baribis']",warga sumedang wilayah timur waspada aktivitas sesar baribis
cara kabel fiber optik google deteksi gempa dan tsunami,cara kabel fiber optik google deteksi gempa dan tsunami,"['cara', 'kabel', 'fiber', 'optik', 'google', 'deteksi', 'gempa', 'dan', 'tsunami']","['kabel', 'fiber', 'optik', 'google', 'deteksi', 'gempa', 'tsunami']",kabel fiber optik google deteksi gempa tsunami
66 kali gempa terjadi di jatim selama februari 2021,66 kali gempa jadi di jatim lama februari 2021,"['66', 'kali', 'gempa', 'jadi', 'di', 'jatim', 'lama', 'februari', '2021']","['66', 'kali', 'gempa', 'jatim', 'februari', '2021']",66 kali gempa jatim februari 2021
"ri rawan bencana, gempa & tsunami adalah peristiwa berulang",ri rawan bencana gempa tsunami adalah peristiwa ulang,"['ri', 'rawan', 'bencana', 'gempa', 'tsunami', 'adalah', 'peristiwa', 'ulang']","['ri', 'rawan', 'bencana', 'gempa', 'tsunami', 'peristiwa', 'ulang']",ri rawan bencana gempa tsunami peristiwa ulang
ini empat teknologi pendukung mitigasi gempa tsunami dalam inatews,ini empat teknologi dukung mitigasi gempa tsunami dalam inatews,"['ini', 'empat', 'teknologi', 'dukung', 'mitigasi', 'gempa', 'tsunami', 'dalam', 'inatews']","['teknologi', 'dukung', 'mitigasi', 'gempa', 'tsunami', 'inatews']",teknologi dukung mitigasi gempa tsunami inatews
"banyak gunung vulkanik yang bisa picu tsunami, ini daftarnya",banyak gunung vulkanik yang bisa picu tsunami ini daftar,"['banyak', 'gunung', 'vulkanik', 'yang', 'bisa', 'picu', 'tsunami', 'ini', 'daftar']","['gunung', 'vulkanik', 'picu', 'tsunami', 'daftar']",gunung vulkanik picu tsunami daftar
"jangan remehkan! luhut: pdb tergerus 0,10% akibat bencana",jangan remeh luhut pdb gerus 0 10 akibat bencana,"['jangan', 'remeh', 'luhut', 'pdb', 'gerus', '0', '10', 'akibat', 'bencana']","['remeh', 'luhut', 'pdb', 'gerus', '0', '10', 'akibat', 'bencana']",remeh luhut pdb gerus 0 10 akibat bencana
ini alasan kenapa ri harus takut terhadap bahaya tsunami,ini alas kenapa ri harus takut hadap bahaya tsunami,"['ini', 'alas', 'kenapa', 'ri', 'harus', 'takut', 'hadap', 'bahaya', 'tsunami']","['alas', 'ri', 'takut', 'hadap', 'bahaya', 'tsunami']",alas ri takut hadap bahaya tsunami
"zona megathrust, alasan banyuwangi berpotensi gempa m 8,7",zona megathrust alas banyuwangi potensi gempa m 8 7,"['zona', 'megathrust', 'alas', 'banyuwangi', 'potensi', 'gempa', 'm', '8', '7']","['zona', 'megathrust', 'alas', 'banyuwangi', 'potensi', 'gempa', 'm', '8', '7']",zona megathrust alas banyuwangi potensi gempa m 8 7
"gempa picu tsunami di pasifik, warga dievakuasi besar besaran",gempa picu tsunami di pasifik warga evakuasi besar besar,"['gempa', 'picu', 'tsunami', 'di', 'pasifik', 'warga', 'evakuasi', 'besar', 'besar']","['gempa', 'picu', 'tsunami', 'pasifik', 'warga', 'evakuasi']",gempa picu tsunami pasifik warga evakuasi
"8 fakta tsunami selandia baru, dipicu gempa m 8,1 hingga daerah rawan halaman all",8 fakta tsunami selandia baru picu gempa m 8 1 hingga daerah rawan halaman all,"['8', 'fakta', 'tsunami', 'selandia', 'baru', 'picu', 'gempa', 'm', '8', '1', 'hingga', 'daerah', 'rawan', 'halaman', 'all']","['8', 'fakta', 'tsunami', 'selandia', 'picu', 'gempa', 'm', '8', '1', 'daerah', 'rawan', 'halaman', 'all']",8 fakta tsunami selandia picu gempa m 8 1 daerah rawan halaman all
luhut soal bencana alam: pemda jangan pikir ini tugas pusat,luhut soal bencana alam pemda jangan pikir ini tugas pusat,"['luhut', 'soal', 'bencana', 'alam', 'pemda', 'jangan', 'pikir', 'ini', 'tugas', 'pusat']","['luhut', 'bencana', 'alam', 'pemda', 'pikir', 'tugas', 'pusat']",luhut bencana alam pemda pikir tugas pusat
ahli: lokasi dan waktu gempa megathrust tidak bisa dipastikan halaman all,ahli lokasi dan waktu gempa megathrust tidak bisa pasti halaman all,"['ahli', 'lokasi', 'dan', 'waktu', 'gempa', 'megathrust', 'tidak', 'bisa', 'pasti', 'halaman', 'all']","['ahli', 'lokasi', 'gempa', 'megathrust', 'halaman', 'all']",ahli lokasi gempa megathrust halaman all
"gerak sesar lawanopo semakin mengancam, peta zonasi dan likuefaksi belum ada",gerak sesar lawanopo makin ancam peta zonasi dan likuefaksi belum ada,"['gerak', 'sesar', 'lawanopo', 'makin', 'ancam', 'peta', 'zonasi', 'dan', 'likuefaksi', 'belum', 'ada']","['gerak', 'sesar', 'lawanopo', 'ancam', 'peta', 'zonasi', 'likuefaksi']",gerak sesar lawanopo ancam peta zonasi likuefaksi
penguatan mitigasi gempa bumi dan tsunami   infografik antara news,kuat mitigasi gempa bumi dan tsunami infografik antara news,"['kuat', 'mitigasi', 'gempa', 'bumi', 'dan', 'tsunami', 'infografik', 'antara', 'news']","['kuat', 'mitigasi', 'gempa', 'bumi', 'tsunami', 'infografik', 'news']",kuat mitigasi gempa bumi tsunami infografik news
sesar lembang diprediksi berada batas akhir siklus terjadinya gempa bumi,sesar lembang prediksi ada batas akhir siklus jadi gempa bumi,"['sesar', 'lembang', 'prediksi', 'ada', 'batas', 'akhir', 'siklus', 'jadi', 'gempa', 'bumi']","['sesar', 'lembang', 'prediksi', 'batas', 'siklus', 'gempa', 'bumi']",sesar lembang prediksi batas siklus gempa bumi
"lebih dari 20.000 gempa guncang islandia, picu gunung berapi meletus halaman all",lebih dari 20 000 gempa guncang islandia picu gunung rap letus halaman all,"['lebih', 'dari', '20', '000', 'gempa', 'guncang', 'islandia', 'picu', 'gunung', 'rap', 'letus', 'halaman', 'all']","['20', '000', 'gempa', 'guncang', 'islandia', 'picu', 'gunung', 'rap', 'letus', 'halaman', 'all']",20 000 gempa guncang islandia picu gunung rap letus halaman all
"10 tahun berlalu, jepang berduka atas korban gempa, bencana fukushima",10 tahun lalu jepang duka atas korban gempa bencana fukushima,"['10', 'tahun', 'lalu', 'jepang', 'duka', 'atas', 'korban', 'gempa', 'bencana', 'fukushima']","['10', 'jepang', 'duka', 'korban', 'gempa', 'bencana', 'fukushima']",10 jepang duka korban gempa bencana fukushima
"11 maret 2011, gempa m 9,1 dan tsunami di jepang, sebabkan bencana nuklir   kompas.com",11 maret 2011 gempa m 9 1 dan tsunami di jepang sebab bencana nuklir kompas com,"['11', 'maret', '2011', 'gempa', 'm', '9', '1', 'dan', 'tsunami', 'di', 'jepang', 'sebab', 'bencana', 'nuklir', 'kompas', 'com']","['11', 'maret', '2011', 'gempa', 'm', '9', '1', 'tsunami', 'jepang', 'bencana', 'nuklir', 'kompas', 'com']",11 maret 2011 gempa m 9 1 tsunami jepang bencana nuklir kompas com
potret tur bus keliling lokasi gempa dahsyat di utara jepang,potret tur bus keliling lokasi gempa dahsyat di utara jepang,"['potret', 'tur', 'bus', 'keliling', 'lokasi', 'gempa', 'dahsyat', 'di', 'utara', 'jepang']","['potret', 'tur', 'bus', 'keliling', 'lokasi', 'gempa', 'dahsyat', 'utara', 'jepang']",potret tur bus keliling lokasi gempa dahsyat utara jepang
"10 tahun usai gempa dan tsunami jepang 2011, warga masih trauma",10 tahun usai gempa dan tsunami jepang 2011 warga masih trauma,"['10', 'tahun', 'usai', 'gempa', 'dan', 'tsunami', 'jepang', '2011', 'warga', 'masih', 'trauma']","['10', 'gempa', 'tsunami', 'jepang', '2011', 'warga', 'trauma']",10 gempa tsunami jepang 2011 warga trauma
"gempa hari ini: m 5,3 guncang wamena, terasa hingga timika papua",gempa hari ini m 5 3 guncang wamena asa hingga timika papua,"['gempa', 'hari', 'ini', 'm', '5', '3', 'guncang', 'wamena', 'asa', 'hingga', 'timika', 'papua']","['gempa', 'm', '5', '3', 'guncang', 'wamena', 'asa', 'timika', 'papua']",gempa m 5 3 guncang wamena asa timika papua
"gempa kecil berulang kali terjadi di kediri, ini hal yang perlu dilakukan warga hingga persiapan pemda halaman ...",gempa kecil ulang kali jadi di diri ini hal yang perlu laku warga hingga siap pemda halaman,"['gempa', 'kecil', 'ulang', 'kali', 'jadi', 'di', 'diri', 'ini', 'hal', 'yang', 'perlu', 'laku', 'warga', 'hingga', 'siap', 'pemda', 'halaman']","['gempa', 'ulang', 'kali', 'laku', 'warga', 'pemda', 'halaman']",gempa ulang kali laku warga pemda halaman
pakar ugm: semarang dan yogya kawasan zona merah gempa bumi,pakar ugm semarang dan yogya kawasan zona merah gempa bumi,"['pakar', 'ugm', 'semarang', 'dan', 'yogya', 'kawasan', 'zona', 'merah', 'gempa', 'bumi']","['pakar', 'ugm', 'semarang', 'yogya', 'kawasan', 'zona', 'merah', 'gempa', 'bumi']",pakar ugm semarang yogya kawasan zona merah gempa bumi
"ada potensi tsunami, jepang diguncang gempa m 7,0",ada potensi tsunami jepang guncang gempa m 7 0,"['ada', 'potensi', 'tsunami', 'jepang', 'guncang', 'gempa', 'm', '7', '0']","['potensi', 'tsunami', 'jepang', 'guncang', 'gempa', 'm', '7', '0']",potensi tsunami jepang guncang gempa m 7 0
"bmkg jelaskan penyebab gempa magnitudo 5,4 di maluku utara",bmkg jelas sebab gempa magnitudo 5 4 di malu utara,"['bmkg', 'jelas', 'sebab', 'gempa', 'magnitudo', '5', '4', 'di', 'malu', 'utara']","['bmkg', 'gempa', 'magnitudo', '5', '4', 'malu', 'utara']",bmkg gempa magnitudo 5 4 malu utara
"gempa 3,7 sr di lampung selatan: getaran hingga bandar lampung   kumparan.com",gempa 3 7 sr di lampung selatan getar hingga bandar lampung kumpar com,"['gempa', '3', '7', 'sr', 'di', 'lampung', 'selatan', 'getar', 'hingga', 'bandar', 'lampung', 'kumpar', 'com']","['gempa', '3', '7', 'sr', 'lampung', 'selatan', 'getar', 'bandar', 'lampung', 'kumpar', 'com']",gempa 3 7 sr lampung selatan getar bandar lampung kumpar com
"begini dampak kerusakan gempa m 7,2 & tsunami jepang",begini dampak rusa gempa m 7 2 tsunami jepang,"['begini', 'dampak', 'rusa', 'gempa', 'm', '7', '2', 'tsunami', 'jepang']","['dampak', 'rusa', 'gempa', 'm', '7', '2', 'tsunami', 'jepang']",dampak rusa gempa m 7 2 tsunami jepang
bmkg pastikan gempa jepang tidak berdampak di indonesia,bmkg pasti gempa jepang tidak dampak di indonesia,"['bmkg', 'pasti', 'gempa', 'jepang', 'tidak', 'dampak', 'di', 'indonesia']","['bmkg', 'gempa', 'jepang', 'dampak', 'indonesia']",bmkg gempa jepang dampak indonesia
"gempa magnitudo 7,2, jepang peringatkan potensi tsunami di prefektur miyagi",gempa magnitudo 7 2 jepang ingat potensi tsunami di prefektur miyagi,"['gempa', 'magnitudo', '7', '2', 'jepang', 'ingat', 'potensi', 'tsunami', 'di', 'prefektur', 'miyagi']","['gempa', 'magnitudo', '7', '2', 'jepang', 'potensi', 'tsunami', 'prefektur', 'miyagi']",gempa magnitudo 7 2 jepang potensi tsunami prefektur miyagi
